Symbol,GPA
0204052D,3.4
0204053C,2.2
0204053D,2.2
0204054C,2.15
0204054D,2.15
0204055C,2.45
0204055D,2.45
0204057C,2.0
0204057D,2.0
0204058C,1.75
0204058D,1.75
0204059C,2.3
0204059D,2.3
0204060C,2.35
0204060D,2.35
0204061C,2.75
0204061D,2.75
0204062C,2.3
0204062D,2.3
0204064C,1.65
0204064D,1.65
0204065C,1.75
0204065D,1.75
0204066C,1.7
0204066D,1.7
0204067C,2.05
0204067D,2.05
0204068C,1.75
0204068D,1.75
0204069C,2.0
0204069D,2.0
0204070C,1.35
0204070D,1.35
0204071C,1.7
0204071D,1.7
0204072C,1.95
0204072D,1.95
0204073C,1.8
0204073D,1.8
0204074C,1.95
0204074D,1.95
0204075C,1.75
0204075D,1.75
0204077C,1.6
0204077D,1.6
0204079C,2.55
0204079D,2.55
0204080C,1.5
0204080D,1.5
0204081C,1.9
0204081D,1.9
0204083C,1.8
0204083D,1.8
0204084C,1.4
0204084D,1.4
0204085C,1.9
0204085D,1.9
0204086C,2.1
0204086D,2.1
0204087C,1.8
0204087D,1.8
0204088C,2.0
0204088D,2.0
0204089C,1.95
0204089D,1.95
0204090C,2.6
0204090D,2.6
0204091C,2.45
0204091D,2.45
0204092C,2.7
0204092D,2.7
0204094C,2.25
0204094D,2.25
0204095C,1.6
0204095D,1.6
0204097C,1.1
0204097D,1.1
0204098C,1.05
0204098D,1.05
0204099C,2.2
0204099D,2.2
0204100C,1.7
0204100D,1.7
0204102C,2.15
0204102D,2.15
0204103C,1.7
0204103D,1.7
0204104C,1.9
0204104D,1.9
0204105C,1.9
0204105D,1.9
0204106C,1.8
0204106D,1.8
0204107C,1.1
0204107D,1.1
0204108C,1.6
0204108D,1.6
0204109C,2.05
0204109D,2.05
0204110C,2.1
0204110D,2.1
0204111C,1.75
0204111D,1.75
0204112C,1.25
0204112D,1.25
0204113C,2.15
0204113D,2.15
0204114C,1.65
0204114D,1.65
0204115C,1.65
0204115D,1.65
0204117C,1.4
0204117D,1.4
0204118C,1.7
0204118D,1.7
0204119C,1.75
0204119D,1.75
0204120C,1.85
0204120D,1.85
0204121C,2.05
0204121D,2.05
0204122C,1.35
0204122D,1.35
0204123C,1.6
0204123D,1.6
0204124C,1.0
0204124D,1.0
0204125C,1.55
0204125D,1.55
0204126C,1.35
0204126D,1.35
0204127C,2.35
0204127D,2.35
0204128C,2.1
0204128D,2.1
0204129C,2.5
0204129D,2.5
0204130C,1.45
0204130D,1.45
0204131C,1.65
0204131D,1.65
0204132C,1.45
0204132D,1.45
0204135C,1.3
0204135D,1.3
0204136C,1.5
0204136D,1.5
0204137C,1.65
0204137D,1.65
0204138C,1.75
0204138D,1.75
0204139C,2.15
0204139D,2.15
0204140C,2.0
0204140D,2.0
0204141C,2.05
0204141D,2.05
0204142C,2.9
0204142D,2.9
0204143C,2.8
0204143D,2.8
0204144C,3.1
0204144D,3.1
0204145C,3.05
0204145D,3.05
0204146C,1.6
0204146D,1.6
0204147C,2.3
0204147D,2.3
0204148C,2.5
0204148D,2.5
0204149C,2.8
0204149D,2.8
0204150C,1.45
0204150D,1.45
0204151C,1.75
0204151D,1.75
0204152C,2.4
0204152D,2.4
0204153C,1.85
0204153D,1.85
0204154C,2.55
0204154D,2.55
0204156C,1.9
0204156D,1.9
0204157C,1.75
0204157D,1.75
0204158C,1.7
0204158D,1.7
0204159C,1.6
0204159D,1.6
0204160C,1.85
0204160D,1.85
0204161C,1.15
0204161D,1.15
0204162C,1.2
0204162D,1.2
0204163C,1.3
0204163D,1.3
0204164C,1.75
0204164D,1.75
0204165C,1.7
0204165D,1.7
0204166C,2.2
0204166D,2.2
0204167C,2.05
0204167D,2.05
0204168C,2.05
0204168D,2.05
0204169C,2.25
0204169D,2.25
0204170C,1.95
0204170D,1.95
0204171C,1.8
0204171D,1.8
0204172C,2.4
0204172D,2.4
0204173C,2.25
0204173D,2.25
0204174C,2.6
0204174D,2.6
0204175C,1.85
0204175D,1.85
0204176C,2.8
0204176D,2.8
0204177C,2.35
0204177D,2.35
0204178C,2.3
0204178D,2.3
0204179C,1.95
0204179D,1.95
0204180C,2.0
0204180D,2.0
0204181C,1.75
0204181D,1.75
0204182C,2.55
0204182D,2.55
0204183C,1.85
0204183D,1.85
0204184C,1.35
0204184D,1.35
0204185C,1.3
0204185D,1.3
0204186C,1.75
0204186D,1.75
0204187C,1.85
0204187D,1.85
0204188C,2.1
0204188D,2.1
0204189C,2.55
0204189D,2.55
0204190C,2.25
0204190D,2.25
0204191C,2.3
0204191D,2.3
0204192C,1.65
0204192D,1.65
0204193C,2.4
0204193D,2.4
0204194C,1.75
0204194D,1.75
0204195C,2.0
0204195D,2.0
0204196C,1.85
0204196D,1.85
0204197C,1.95
0204197D,1.95
0204198C,2.25
0204198D,2.25
0204199C,2.25
0204199D,2.25
0204200C,3.3
0204200D,3.3
0204201C,2.65
0204201D,2.65
0204202C,2.6
0204202D,2.6
0204204C,1.9
0204204D,1.9
0204206C,2.15
0204206D,2.15
0204207C,2.25
0204207D,2.25
0204208C,2.25
0204208D,2.25
0204209C,1.65
0204209D,1.65
0204210C,2.5
0204210D,2.5
0204211C,2.45
0204211D,2.45
0204212C,3.1
0204212D,3.1
0204213C,2.7
0204213D,2.7
0204214C,2.15
0204214D,2.15
0204215C,2.2
0204215D,2.2
0204216C,1.6
0204216D,1.6
0204217C,1.95
0204217D,1.95
0204218C,1.65
0204218D,1.65
0204219C,1.9
0204219D,1.9
0204220C,1.75
0204220D,1.75
0204221C,1.6
0204221D,1.6
0204222C,2.55
0204222D,2.55
0204223C,2.5
0204223D,2.5
0204224C,1.75
0204224D,1.75
0204225C,3.3
0204225D,3.3
0204226C,2.2
0204226D,2.2
0204227C,2.85
0204227D,2.85
0204228C,2.05
0204228D,2.05
0204229C,2.35
0204229D,2.35
0204230C,1.95
0204230D,1.95
0204231C,1.65
0204231D,1.65
0204232C,2.15
0204232D,2.15
0204233C,2.3
0204233D,2.3
0204234C,2.25
0204234D,2.25
0204235C,2.8
0204235D,2.8
0204236C,1.65
0204236D,1.65
0204237C,2.8
0204237D,2.8
0204238C,2.5
0204238D,2.5
0204239C,2.1
0204239D,2.1
0204240C,2.8
0204240D,2.8
0204241C,2.6
0204241D,2.6
0204242C,2.65
0204242D,2.65
0204243C,2.0
0204243D,2.0
0204244C,1.4
0204244D,1.4
0204245C,1.85
0204245D,1.85
0204246C,2.7
0204246D,2.7
0204247C,1.5
0204247D,1.5
0204248C,1.95
0204248D,1.95
0204249C,2.5
0204249D,2.5
0204250C,2.55
0204250D,2.55
0204251C,2.9
0204251D,2.9
0204252C,1.95
0204252D,1.95
0204253C,1.85
0204253D,1.85
0204254C,2.75
0204254D,2.75
0204255C,2.25
0204255D,2.25
0204256C,2.0
0204256D,2.0
0204257C,2.2
0204257D,2.2
0204258C,2.4
0204258D,2.4
0204259C,2.2
0204259D,2.2
0204260C,1.55
0204260D,1.55
0204261C,2.3
0204261D,2.3
0204262C,2.3
0204262D,2.3
0204263C,2.5
0204263D,2.5
0204264C,2.05
0204264D,2.05
0204265C,2.4
0204265D,2.4
0204266C,1.6
0204266D,1.6
0204267C,2.15
0204267D,2.15
0204269C,2.6
0204269D,2.6
0204270C,1.6
0204270D,1.6
0204272C,2.5
0204272D,2.5
0204273C,1.5
0204273D,1.5
0204274C,2.55
0204274D,2.55
0204276C,1.4
0204276D,1.4
0204277C,2.2
0204277D,2.2
0204278C,2.35
0204278D,2.35
0204279C,1.45
0204279D,1.45
0204280C,2.1
0204280D,2.1
0204281C,1.75
0204281D,1.75
0204282C,2.15
0204282D,2.15
0204283C,1.6
0204283D,1.6
0204284C,2.55
0204284D,2.55
0204285C,2.1
0204285D,2.1
0204286C,1.9
0204286D,1.9
0204287C,2.6
0204287D,2.6
0204288C,1.45
0204288D,1.45
0204289C,1.9
0204289D,1.9
0204290C,1.85
0204290D,1.85
0204291C,1.65
0204291D,1.65
0204292C,2.05
0204292D,2.05
0204293C,2.2
0204293D,2.2
0204294C,1.6
0204294D,1.6
0204295C,1.9
0204295D,1.9
0204296C,1.9
0204296D,1.9
0204297C,1.9
0204297D,1.9
0204298C,2.1
0204298D,2.1
0204299C,2.0
0204299D,2.0
0204300C,2.45
0204300D,2.45
0204301C,1.9
0204301D,1.9
0204302C,1.55
0204302D,1.55
0204303C,2.4
0204303D,2.4
0204304C,1.65
0204304D,1.65
0204305C,3.1
0204305D,3.1
0204306C,2.1
0204306D,2.1
0204307C,1.2
0204307D,1.2
0204308C,1.75
0204308D,1.75
0204310C,1.8
0204310D,1.8
0204311C,1.95
0204311D,1.95
0204312C,2.5
0204312D,2.5
0204313C,2.9
0204313D,2.9
0204314C,2.7
0204314D,2.7
0204315C,1.6
0204315D,1.6
0204317C,2.55
0204317D,2.55
0204318C,2.25
0204318D,2.25
0204319C,3.0
0204319D,3.0
0204320C,1.8
0204320D,1.8
0204321C,3.5
0204321D,3.5
0204322C,3.15
0204322D,3.15
0204323C,2.0
0204323D,2.0
0204324C,1.45
0204324D,1.45
0204325C,1.85
0204325D,1.85
0204326C,1.5
0204326D,1.5
0204327C,2.15
0204327D,2.15
0204328C,2.95
0204328D,2.95
0204329C,3.0
0204329D,3.0
0204330C,2.45
0204330D,2.45
0204331C,2.55
0204331D,2.55
0204332C,2.05
0204332D,2.05
0204334C,1.45
0204334D,1.45
0204335C,2.6
0204335D,2.6
0204336C,1.15
0204336D,1.15
0204337C,1.1
0204337D,1.1
0204338C,2.2
0204338D,2.2
0204339C,1.9
0204339D,1.9
0204340C,2.05
0204340D,2.05
0204341C,1.2
0204341D,1.2
0204342C,2.1
0204342D,2.1
0204343C,1.3
0204343D,1.3
0204344C,2.05
0204344D,2.05
0204345C,2.55
0204345D,2.55
0204346C,1.65
0204346D,1.65
0204347C,1.2
0204347D,1.2
0204348C,2.5
0204348D,2.5
0204349C,1.5
0204349D,1.5
0204350C,1.3
0204350D,1.3
0204351C,1.55
0204351D,1.55
0204352C,2.6
0204352D,2.6
0204353C,2.3
0204353D,2.3
0204354C,1.8
0204354D,1.8
0204355C,2.65
0204355D,2.65
0204356C,2.2
0204356D,2.2
0204357C,1.5
0204357D,1.5
0204358C,1.65
0204358D,1.65
0204359C,2.2
0204359D,2.2
0204360C,2.15
0204360D,2.15
0204361C,2.05
0204361D,2.05
0204362C,2.35
0204362D,2.35
0204363C,2.0
0204363D,2.0
0204364C,1.95
0204364D,1.95
0204365C,2.8
0204365D,2.8
0204367C,1.5
0204367D,1.5
0204368C,2.05
0204368D,2.05
0204369C,1.85
0204369D,1.85
0204370C,2.25
0204370D,2.25
0204371C,2.1
0204371D,2.1
0204372C,1.75
0204372D,1.75
0204373C,1.25
0204373D,1.25
0204374C,2.05
0204374D,2.05
0204375C,2.2
0204375D,2.2
0204376C,1.3
0204376D,1.3
0204377C,1.05
0204377D,1.05
0204378C,1.1
0204378D,1.1
0204379C,2.05
0204379D,2.05
0204380C,1.8
0204380D,1.8
0204381C,1.6
0204381D,1.6
0204382C,1.65
0204382D,1.65
0204383C,1.7
0204383D,1.7
0204384C,1.5
0204384D,1.5
0204385C,2.45
0204385D,2.45
0204386C,2.0
0204386D,2.0
0204387C,1.9
0204387D,1.9
0204388C,1.2
0204388D,1.2
0204389C,2.35
0204389D,2.35
0204390C,1.7
0204390D,1.7
0204391C,3.25
0204391D,3.25
0204392C,1.0
0204392D,1.0
0204393C,1.45
0204393D,1.45
0204394C,1.75
0204394D,1.75
0204395C,2.05
0204395D,2.05
0204396C,3.5
0204396D,3.5
0204397C,1.55
0204397D,1.55
0204399C,1.65
0204399D,1.65
0204400C,1.95
0204400D,1.95
0204401C,1.95
0204401D,1.95
0204402C,2.35
0204402D,2.35
0204403C,1.65
0204403D,1.65
0204404C,1.9
0204404D,1.9
0204405C,2.1
0204405D,2.1
0204407C,1.4
0204407D,1.4
0204408C,1.65
0204408D,1.65
0204409C,1.3
0204409D,1.3
0204410C,1.05
0204410D,1.05
0204411C,1.85
0204411D,1.85
0204412C,1.85
0204412D,1.85
0204413C,1.45
0204413D,1.45
0204415C,1.25
0204415D,1.25
0204416C,1.7
0204416D,1.7
0204417C,2.0
0204417D,2.0
0204418C,1.7
0204418D,1.7
0204419C,2.1
0204419D,2.1
0204420C,1.95
0204420D,1.95
0204421C,1.55
0204421D,1.55
0204422C,2.25
0204422D,2.25
0204423C,1.25
0204423D,1.25
0204424C,1.25
0204424D,1.25
0204425C,1.45
0204425D,1.45
0204426C,1.85
0204426D,1.85
0204428C,1.25
0204428D,1.25
0204429C,1.6
0204429D,1.6
0204430C,1.35
0204430D,1.35
0204431C,1.9
0204431D,1.9
0204432C,1.9
0204432D,1.9
0204433C,1.9
0204433D,1.9
0204434C,1.8
0204434D,1.8
0204435C,1.8
0204435D,1.8
0204436C,2.35
0204436D,2.35
0204437C,1.95
0204437D,1.95
0204438C,1.7
0204438D,1.7
0204439C,1.55
0204439D,1.55
0204440C,1.65
0204440D,1.65
0204441C,1.35
0204441D,1.35
0204442C,2.75
0204442D,2.75
0204443C,1.75
0204443D,1.75
0204444C,1.7
0204444D,1.7
0204445C,1.75
0204445D,1.75
0204446C,1.5
0204446D,1.5
0204448C,1.3
0204448D,1.3
0204449C,1.15
0204449D,1.15
0204450C,1.95
0204450D,1.95
0204451C,1.5
0204451D,1.5
0204452C,1.55
0204452D,1.55
0204453C,1.75
0204453D,1.75
0204454C,2.8
0204454D,2.8
0204455C,1.4
0204455D,1.4
0204456C,1.8
0204456D,1.8
0204457C,2.5
0204457D,2.5
0204458C,2.05
0204458D,2.05
0204459C,1.7
0204459D,1.7
0204460C,2.85
0204460D,2.85
0204461C,2.3
0204461D,2.3
0204462C,2.65
0204462D,2.65
0204463C,1.95
0204463D,1.95
0204464C,2.7
0204464D,2.7
0204465C,2.9
0204465D,2.9
0204466C,2.35
0204466D,2.35
0204467C,2.15
0204467D,2.15
0204468C,2.45
0204468D,2.45
0204469C,1.05
0204469D,1.05
0204470C,2.05
0204470D,2.05
0204471C,1.85
0204471D,1.85
0204472C,1.75
0204472D,1.75
0204473C,2.8
0204473D,2.8
0204474C,1.95
0204474D,1.95
0204475C,1.6
0204475D,1.6
0204476C,1.65
0204476D,1.65
0204477C,2.3
0204477D,2.3
0204478C,1.4
0204478D,1.4
0204479C,2.35
0204479D,2.35
0204480C,2.0
0204480D,2.0
0204481C,1.85
0204481D,1.85
0204482C,1.4
0204482D,1.4
0204483C,1.2
0204483D,1.2
0204484C,1.75
0204484D,1.75
0204485C,1.1
0204485D,1.1
0204486C,1.55
0204486D,1.55
0204487C,2.75
0204487D,2.75
0204488C,2.45
0204488D,2.45
0204489C,2.6
0204489D,2.6
0204490C,1.65
0204490D,1.65
0204491C,1.75
0204491D,1.75
0204492C,1.35
0204492D,1.35
0204493C,2.3
0204493D,2.3
0204494C,1.35
0204494D,1.35
0204495C,1.35
0204495D,1.35
0204496C,1.65
0204496D,1.65
0204497C,1.25
0204497D,1.25
0204498C,1.2
0204498D,1.2
0204499C,1.95
0204499D,1.95
0204500C,1.75
0204500D,1.75
0204501C,2.1
0204501D,2.1
0204502C,1.1
0204502D,1.1
0204503C,1.9
0204503D,1.9
0204504C,1.3
0204504D,1.3
0204505C,1.35
0204505D,1.35
0204506C,1.85
0204506D,1.85
0204507C,1.95
0204507D,1.95
0204508C,1.15
0204508D,1.15
0204509C,1.8
0204509D,1.8
0204510C,1.3
0204510D,1.3
0204511C,1.8
0204511D,1.8
0204512C,2.2
0204512D,2.2
0204513C,1.95
0204513D,1.95
0204514C,2.15
0204514D,2.15
0204515C,1.35
0204515D,1.35
0204516C,1.95
0204516D,1.95
0204517C,1.4
0204517D,1.4
0204518C,1.6
0204518D,1.6
0204519C,1.45
0204519D,1.45
0204520C,1.55
0204520D,1.55
0204521C,1.5
0204521D,1.5
0204522C,1.6
0204522D,1.6
0204523C,1.65
0204523D,1.65
0204524C,1.3
0204524D,1.3
0204525C,1.5
0204525D,1.5
0204526C,1.95
0204526D,1.95
0204527C,2.3
0204527D,2.3
0204528C,1.8
0204528D,1.8
0204529C,1.6
0204529D,1.6
0204530C,1.75
0204530D,1.75
0204531C,1.95
0204531D,1.95
0204532C,2.1
0204532D,2.1
0204533C,2.95
0204533D,2.95
0204534C,2.15
0204534D,2.15
0204535C,3.3
0204535D,3.3
0204536C,2.7
0204536D,2.7
0204537C,1.9
0204537D,1.9
0204538C,1.8
0204538D,1.8
0204539C,2.25
0204539D,2.25
0204540C,2.6
0204540D,2.6
0204541C,2.05
0204541D,2.05
0204542C,1.25
0204542D,1.25
0204543C,1.3
0204543D,1.3
0204544C,1.25
0204544D,1.25
0204545C,1.0
0204545D,1.0
0204546C,2.2
0204546D,2.2
0204547C,1.5
0204547D,1.5
0204548C,1.9
0204548D,1.9
0204549C,1.75
0204549D,1.75
0204550C,1.6
0204550D,1.6
0204551C,1.25
0204551D,1.25
0204552C,1.7
0204552D,1.7
0204553C,1.3
0204553D,1.3
0204554C,1.85
0204554D,1.85
0204555C,1.85
0204555D,1.85
0204556C,1.85
0204556D,1.85
0204558C,3.15
0204558D,3.15
0204559C,1.3
0204559D,1.3
0204560C,1.85
0204560D,1.85
0204561C,1.4
0204561D,1.4
0204562C,1.65
0204562D,1.65
0204563C,2.15
0204563D,2.15
0204564C,1.2
0204564D,1.2
0204565C,1.65
0204565D,1.65
0204566C,1.7
0204566D,1.7
0204567C,1.75
0204567D,1.75
0204568C,1.35
0204568D,1.35
0204569C,1.45
0204569D,1.45
0204570C,1.45
0204570D,1.45
0204571C,1.8
0204571D,1.8
0204572C,1.9
0204572D,1.9
0204573C,1.95
0204573D,1.95
0204574C,2.45
0204574D,2.45
0204575C,1.6
0204575D,1.6
0204576C,2.0
0204576D,2.0
0204577C,1.55
0204577D,1.55
0204578C,2.25
0204578D,2.25
0204579C,1.85
0204579D,1.85
0204580C,2.05
0204580D,2.05
0204581C,1.4
0204581D,1.4
0204582C,1.75
0204582D,1.75
0204583C,2.05
0204583D,2.05
0204584C,1.65
0204584D,1.65
0204585C,2.15
0204585D,2.15
0204586C,1.95
0204586D,1.95
0204587C,2.0
0204587D,2.0
0204588C,2.15
0204588D,2.15
0204589C,1.45
0204589D,1.45
0204590C,1.4
0204590D,1.4
0204591C,2.2
0204591D,2.2
0204592C,1.1
0204592D,1.1
0204593C,1.45
0204593D,1.45
0204594C,2.15
0204594D,2.15
0204596C,1.5
0204596D,1.5
0204597C,1.95
0204597D,1.95
0204598C,2.0
0204598D,2.0
0204599C,1.15
0204599D,1.15
0204600C,1.95
0204600D,1.95
0204601C,2.05
0204601D,2.05
0204602C,2.2
0204602D,2.2
0204603C,1.65
0204603D,1.65
0204604C,1.85
0204604D,1.85
0204605C,1.65
0204605D,1.65
0204606C,1.3
0204606D,1.3
0204607C,1.6
0204607D,1.6
0204608C,1.5
0204608D,1.5
0204609C,1.25
0204609D,1.25
0204610C,1.65
0204610D,1.65
0204611C,1.6
0204611D,1.6
0204612C,1.65
0204612D,1.65
0204613C,1.4
0204613D,1.4
0204614C,2.2
0204614D,2.2
0204615C,2.2
0204615D,2.2
0204616C,1.25
0204616D,1.25
0204617C,2.05
0204617D,2.05
0204618C,1.75
0204618D,1.75
0204619C,1.3
0204619D,1.3
0204621C,1.75
0204621D,1.75
0204622C,2.2
0204622D,2.2
0204623C,1.8
0204623D,1.8
0204624C,3.1
0204624D,3.1
0204625C,3.3
0204625D,3.3
0204626C,1.55
0204626D,1.55
0204627C,1.55
0204627D,1.55
0204628C,1.9
0204628D,1.9
0204629C,1.95
0204629D,1.95
0204630C,2.05
0204630D,2.05
0204631C,1.85
0204631D,1.85
0204632C,2.15
0204632D,2.15
0204636C,1.25
0204636D,1.25
0204637C,1.35
0204637D,1.35
0204638C,1.55
0204638D,1.55
0204640C,1.5
0204640D,1.5
0204641C,1.3
0204641D,1.3
0204642C,1.4
0204642D,1.4
0204643C,1.35
0204643D,1.35
0204644C,1.4
0204644D,1.4
0204645C,1.6
0204645D,1.6
0204646C,1.65
0204646D,1.65
0204647C,1.25
0204647D,1.25
0204648C,1.1
0204648D,1.1
0204649C,1.4
0204649D,1.4
0204650C,1.85
0204650D,1.85
0204651C,1.25
0204651D,1.25
0204652C,1.2
0204652D,1.2
0204653C,1.25
0204653D,1.25
0204654C,1.5
0204654D,1.5
0204655C,1.25
0204655D,1.25
0204656C,2.15
0204656D,2.15
0204657C,1.2
0204657D,1.2
0204658C,1.45
0204658D,1.45
0204659C,1.85
0204659D,1.85
0204660C,1.85
0204660D,1.85
0204662C,1.8
0204662D,1.8
0204664C,1.2
0204664D,1.2
0204665C,1.25
0204665D,1.25
0204666C,1.4
0204666D,1.4
0204667C,1.5
0204667D,1.5
0204668C,1.55
0204668D,1.55
0204669C,1.55
0204669D,1.55
0204670C,1.35
0204670D,1.35
0204671C,1.45
0204671D,1.45
0204672C,2.0
0204672D,2.0
0204673C,1.35
0204673D,1.35
0204674C,1.1
0204674D,1.1
0204675C,1.15
0204675D,1.15
0204676C,1.35
0204676D,1.35
0204677C,1.3
0204677D,1.3
0204679C,1.55
0204679D,1.55
0204680C,1.6
0204680D,1.6
0204681C,1.4
0204681D,1.4
0204682C,1.6
0204682D,1.6
0204683C,1.65
0204683D,1.65
0204684C,1.65
0204684D,1.65
0204685C,1.35
0204685D,1.35
0204686C,1.15
0204686D,1.15
0204687C,1.15
0204687D,1.15
0204688C,1.35
0204688D,1.35
0204689C,1.8
0204689D,1.8
0204690C,1.75
0204690D,1.75
0204691C,1.65
0204691D,1.65
0204692C,2.4
0204692D,2.4
0204693C,1.9
0204693D,1.9
0204694C,1.2
0204694D,1.2
0204695C,1.4
0204695D,1.4
0204696C,1.65
0204696D,1.65
0204697C,1.55
0204697D,1.55
0204698C,1.15
0204698D,1.15
0204699C,1.35
0204699D,1.35
0204700C,1.65
0204700D,1.65
0204701C,3.55
0204701D,3.55
0204702C,2.6
0204702D,2.6
0204703C,1.4
0204703D,1.4
0204704C,2.2
0204704D,2.2
0204705C,1.55
0204705D,1.55
0204706C,1.4
0204706D,1.4
0204708C,1.35
0204708D,1.35
0204709C,1.15
0204709D,1.15
0204710C,1.1
0204710D,1.1
0204711C,1.3
0204711D,1.3
0204712C,1.75
0204712D,1.75
0204713C,1.25
0204713D,1.25
0204714C,1.05
0204714D,1.05
0204715C,1.05
0204715D,1.05
0204716C,1.25
0204716D,1.25
0204717C,1.1
0204717D,1.1
0204718C,1.3
0204718D,1.3
0204719C,1.35
0204719D,1.35
0204720C,1.3
0204720D,1.3
0204721C,1.3
0204721D,1.3
0204722C,1.8
0204722D,1.8
0204723C,1.3
0204723D,1.3
0204724C,1.45
0204724D,1.45
0204725C,1.05
0204725D,1.05
0204726C,2.15
0204726D,2.15
0204727C,2.0
0204727D,2.0
0204728C,1.35
0204728D,1.35
0204729C,1.95
0204729D,1.95
0204730C,2.1
0204730D,2.1
0204731C,1.25
0204731D,1.25
0204732C,1.5
0204732D,1.5
0204733C,1.85
0204733D,1.85
0204734C,1.85
0204734D,1.85
0204735C,1.2
0204735D,1.2
0204736C,1.8
0204736D,1.8
0204737C,2.85
0204737D,2.85
0204738C,1.25
0204738D,1.25
0204739C,1.7
0204739D,1.7
0204740C,1.35
0204740D,1.35
0204741C,1.45
0204741D,1.45
0204742C,1.8
0204742D,1.8
0204743C,1.65
0204743D,1.65
0204744C,2.55
0204744D,2.55
0204745C,1.85
0204745D,1.85
0204746C,2.4
0204746D,2.4
0204747C,2.25
0204747D,2.25
0204748C,2.2
0204748D,2.2
0204749C,1.2
0204749D,1.2
0204750C,2.1
0204750D,2.1
0204751C,1.85
0204751D,1.85
0204752C,1.95
0204752D,1.95
0204753C,2.25
0204753D,2.25
0204754C,1.65
0204754D,1.65
0204755C,2.05
0204755D,2.05
0204756C,1.55
0204756D,1.55
0204757C,1.5
0204757D,1.5
0204758C,2.15
0204758D,2.15
0204759C,2.6
0204759D,2.6
0204760C,2.75
0204760D,2.75
0204761C,1.65
0204761D,1.65
0204762C,1.05
0204762D,1.05
0204763C,2.25
0204763D,2.25
0204764C,1.6
0204764D,1.6
0204765C,1.9
0204765D,1.9
0204766C,1.55
0204766D,1.55
0204767C,1.7
0204767D,1.7
0204768C,2.9
0204768D,2.9
0204769C,1.45
0204769D,1.45
0204770C,1.9
0204770D,1.9
0204771C,2.8
0204771D,2.8
0204772C,2.55
0204772D,2.55
0204773C,2.2
0204773D,2.2
0204774C,1.1
0204774D,1.1
0204775C,1.5
0204775D,1.5
0204776C,1.9
0204776D,1.9
0204777C,2.4
0204777D,2.4
0204778C,1.5
0204778D,1.5
0204779C,1.45
0204779D,1.45
0204780C,3.2
0204780D,3.2
0204781C,3.2
0204781D,3.2
0204782C,3.4
0204782D,3.4
0204783C,2.2
0204783D,2.2
0204784C,3.15
0204784D,3.15
0204785C,3.55
0204785D,3.55
0204786C,1.75
0204786D,1.75
0204787C,1.85
0204787D,1.85
0204788C,1.2
0204788D,1.2
0204789C,2.4
0204789D,2.4
0204790C,1.35
0204790D,1.35
0204791C,1.75
0204791D,1.75
0204792C,1.05
0204792D,1.05
0204793C,1.5
0204793D,1.5
0204794C,1.65
0204794D,1.65
0204795C,2.25
0204795D,2.25
0204796C,2.0
0204796D,2.0
0204797C,1.8
0204797D,1.8
0204798C,2.2
0204798D,2.2
0204799C,1.95
0204799D,1.95
0204800C,1.95
0204800D,1.95
0204801C,2.35
0204801D,2.35
0204802C,2.55
0204802D,2.55
0204803C,2.3
0204803D,2.3
0204804C,2.25
0204804D,2.25
0204805C,2.3
0204805D,2.3
0204806C,2.4
0204806D,2.4
0204807C,2.75
0204807D,2.75
0204808C,1.15
0204808D,1.15
0204809C,1.8
0204809D,1.8
0204811C,2.9
0204811D,2.9
0204812C,1.65
0204812D,1.65
0204813C,2.25
0204813D,2.25
0204814C,2.3
0204814D,2.3
0204815C,2.0
0204815D,2.0
0204816C,1.55
0204816D,1.55
0204817C,1.1
0204817D,1.1
0204818C,1.4
0204818D,1.4
0204819C,1.75
0204819D,1.75
0204820C,2.05
0204820D,2.05
0204821C,2.1
0204821D,2.1
0204822C,1.9
0204822D,1.9
0204823C,2.15
0204823D,2.15
0204824C,2.0
0204824D,2.0
0204825C,1.8
0204825D,1.8
0204826C,3.35
0204826D,3.35
0204827C,1.1
0204827D,1.1
0204828C,1.75
0204828D,1.75
0204829C,1.55
0204829D,1.55
0204830C,1.25
0204830D,1.25
0204832C,1.6
0204832D,1.6
0204833C,2.8
0204833D,2.8
0204834C,2.25
0204834D,2.25
0204835C,1.85
0204835D,1.85
0204836C,1.85
0204836D,1.85
0204837C,2.15
0204837D,2.15
0204838C,2.0
0204838D,2.0
0204839C,1.5
0204839D,1.5
0204840C,1.45
0204840D,1.45
0204841C,1.45
0204841D,1.45
0204842C,2.45
0204842D,2.45
0204843C,1.5
0204843D,1.5
0204844C,3.15
0204844D,3.15
0204845C,3.35
0204845D,3.35
0204846C,2.5
0204846D,2.5
0204848C,2.15
0204848D,2.15
0204849C,1.95
0204849D,1.95
0204850C,1.75
0204850D,1.75
0204851C,3.05
0204851D,3.05
0204852C,1.95
0204852D,1.95
0204853C,1.6
0204853D,1.6
0204854C,1.45
0204854D,1.45
0204855C,1.3
0204855D,1.3
0204856C,2.5
0204856D,2.5
0204857C,1.2
0204857D,1.2
0204858C,1.2
0204858D,1.2
0204859C,1.95
0204859D,1.95
0204860C,2.2
0204860D,2.2
0204861C,1.7
0204861D,1.7
0204862C,1.85
0204862D,1.85
0204863C,1.95
0204863D,1.95
0204864C,2.5
0204864D,2.5
0204865C,1.2
0204865D,1.2
0204866C,1.7
0204866D,1.7
0204867C,1.3
0204867D,1.3
0204868C,1.25
0204868D,1.25
0204869C,1.55
