Symbol,GPA
0217360D,2.3
0217361C,2.35
0217361D,2.35
0217362C,2.6
0217362D,2.6
0217363C,2.45
0217363D,2.45
0217364C,2.15
0217364D,2.15
0217365C,2.6
0217365D,2.6
0217366C,2.7
0217366D,2.7
0217367C,2.0
0217367D,2.0
0217368C,2.7
0217368D,2.7
0217369C,2.05
0217369D,2.05
0217370C,2.4
0217370D,2.4
0217371C,2.4
0217371D,2.4
0217372C,2.2
0217372D,2.2
0217373C,2.35
0217373D,2.35
0217374C,2.4
0217374D,2.4
0217375C,2.1
0217375D,2.1
0217376C,2.2
0217376D,2.2
0217377C,2.35
0217377D,2.35
0217378C,2.3
0217378D,2.3
0217379C,2.25
0217379D,2.25
0217380C,2.4
0217380D,2.4
0217381C,2.2
0217381D,2.2
0217382C,2.3
0217382D,2.3
0217383C,2.0
0217383D,2.0
0217384C,2.1
0217384D,2.1
0217385C,2.3
0217385D,2.3
0217386C,1.85
0217386D,1.85
0217387C,1.05
0217387D,1.05
0217389C,2.2
0217389D,2.2
0217390C,2.35
0217390D,2.35
0217391C,2.1
0217391D,2.1
0217392C,1.4
0217392D,1.4
0217393C,2.05
0217393D,2.05
0217394C,2.2
0217394D,2.2
0217395C,1.9
0217395D,1.9
0217396C,1.7
0217396D,1.7
0217397C,1.8
0217397D,1.8
0217398C,2.35
0217398D,2.35
0217399C,2.75
0217399D,2.75
0217400C,1.6
0217400D,1.6
0217401C,1.95
0217401D,1.95
0217402C,1.15
0217402D,1.15
0217403C,1.2
0217403D,1.2
0217404C,3.2
0217404D,3.2
0217405C,3.0
0217405D,3.0
0217406C,2.65
0217406D,2.65
0217407C,2.5
0217407D,2.5
0217408C,1.75
0217408D,1.75
0217409C,1.75
0217409D,1.75
0217410C,1.4
0217410D,1.4
0217411C,1.5
0217411D,1.5
0217412C,1.35
0217412D,1.35
0217413C,2.75
0217413D,2.75
0217414C,1.45
0217414D,1.45
0217415C,2.7
0217415D,2.7
0217417C,1.4
0217417D,1.4
0217419C,1.55
0217419D,1.55
0217420C,1.8
0217420D,1.8
0217421C,2.6
0217421D,2.6
0217422C,2.95
0217422D,2.95
0217423C,1.2
0217423D,1.2
0217424C,2.15
0217424D,2.15
0217426C,2.45
0217426D,2.45
0217427C,2.55
0217427D,2.55
0217428C,3.4
0217428D,3.4
0217429C,3.35
0217429D,3.35
0217430C,3.35
0217430D,3.35
0217431C,2.8
0217431D,2.8
0217432C,3.05
0217432D,3.05
0217433C,1.5
0217433D,1.5
0217434C,2.05
0217434D,2.05
0217435C,1.05
0217435D,1.05
0217436C,2.5
0217436D,2.5
0217437C,1.3
0217437D,1.3
0217438C,1.35
0217438D,1.35
0217439C,1.15
0217439D,1.15
0217440C,2.85
0217440D,2.85
0217441C,1.8
0217441D,1.8
0217442C,2.3
0217442D,2.3
0217444C,2.05
0217444D,2.05
0217445C,2.9
0217445D,2.9
0217446C,2.2
0217446D,2.2
0217447C,2.75
0217447D,2.75
0217448C,2.4
0217448D,2.4
0217449C,2.2
0217449D,2.2
0217450C,2.85
0217450D,2.85
0217451C,3.15
0217451D,3.15
0217452C,2.9
0217452D,2.9
0217453C,2.55
0217453D,2.55
0217454C,1.4
0217454D,1.4
0217455C,1.6
0217455D,1.6
0217456C,1.5
0217456D,1.5
0217457C,1.15
0217457D,1.15
0217458C,2.5
0217458D,2.5
0217459C,1.9
0217459D,1.9
0217460C,2.15
0217460D,2.15
0217461C,1.35
0217461D,1.35
0217462C,1.8
0217462D,1.8
0217463C,2.9
0217463D,2.9
0217464C,3.0
0217464D,3.0
0217465C,1.75
0217465D,1.75
0217466C,2.05
0217466D,2.05
0217467C,2.0
0217467D,2.0
0217468C,2.8
0217468D,2.8
0217469C,2.4
0217469D,2.4
0217470C,1.9
0217470D,1.9
0217471C,3.55
0217471D,3.55
0217472C,2.2
0217472D,2.2
0217473C,2.0
0217473D,2.0
0217474C,2.1
0217474D,2.1
0217475C,1.3
0217475D,1.3
0217476C,1.9
0217476D,1.9
0217477C,2.5
0217477D,2.5
0217478C,2.75
0217478D,2.75
0217479C,1.55
0217479D,1.55
0217480C,1.75
0217480D,1.75
0217481C,1.25
0217481D,1.25
0217482C,2.6
0217482D,2.6
0217484C,1.1
0217484D,1.1
0217485C,1.5
0217485D,1.5
0217486C,1.75
0217486D,1.75
0217487C,1.25
0217487D,1.25
0217488C,1.25
0217488D,1.25
0220001C,1.2
0220001D,1.2
0220002C,1.4
0220002D,1.4
0220003C,1.2
0220003D,1.2
0220004C,1.4
0220004D,1.4
0220005C,2.65
0220005D,2.65
0220006C,2.55
0220006D,2.55
0220007C,2.0
0220007D,2.0
0220009C,1.4
0220009D,1.4
0220010C,1.2
0220010D,1.2
0220011C,1.35
0220011D,1.35
0220012C,1.2
0220012D,1.2
0220013C,1.7
0220013D,1.7
0220014C,2.4
0220014D,2.4
0220015C,1.1
0220015D,1.1
0220016C,1.95
0220016D,1.95
0220017C,1.95
0220017D,1.95
0220018C,1.55
0220018D,1.55
0220019C,2.8
0220019D,2.8
0220020C,1.75
0220020D,1.75
0220021C,1.7
0220021D,1.7
0220022C,1.65
0220022D,1.65
0220023C,3.1
0220023D,3.1
0220024C,1.45
0220024D,1.45
0220026C,1.1
0220026D,1.1
0220027C,1.15
0220027D,1.15
0220028C,1.65
0220028D,1.65
0220029C,1.9
0220029D,1.9
0220031C,1.8
0220031D,1.8
0220032C,1.2
0220032D,1.2
0220033C,1.8
0220033D,1.8
0220034C,1.45
0220034D,1.45
0220035C,1.5
0220035D,1.5
0220036C,1.1
0220036D,1.1
0220037C,1.2
0220037D,1.2
0220038C,1.1
0220038D,1.1
0220039C,1.65
0220039D,1.65
0220040C,1.45
0220040D,1.45
0220041C,1.25
0220041D,1.25
0220042C,1.15
0220042D,1.15
0220043C,1.65
0220043D,1.65
0220044C,1.7
0220044D,1.7
0220045C,1.1
0220045D,1.1
0220046C,1.85
0220046D,1.85
0220047C,1.3
0220047D,1.3
0220048C,1.35
0220048D,1.35
0220049C,1.8
0220049D,1.8
0220050C,2.2
0220050D,2.2
0220051C,1.9
0220051D,1.9
0220052C,1.55
0220052D,1.55
0220053C,1.8
0220053D,1.8
0220054C,1.4
0220054D,1.4
0220055C,1.55
0220055D,1.55
0220056C,1.05
0220056D,1.05
0220057C,1.25
0220057D,1.25
0220058C,1.2
0220058D,1.2
0220059C,1.25
0220059D,1.25
0220060C,1.6
0220060D,1.6
0220061C,1.65
0220061D,1.65
0220062C,1.45
0220062D,1.45
0220063C,2.45
0220063D,2.45
0220064C,1.35
0220064D,1.35
0220065C,1.45
0220065D,1.45
0220066C,1.6
0220066D,1.6
0220067C,2.5
0220067D,2.5
0220068C,1.85
0220068D,1.85
0220069C,1.6
0220069D,1.6
0220070C,1.75
0220070D,1.75
0220071C,2.15
0220071D,2.15
0220072C,2.2
0220072D,2.2
0220073C,1.4
0220073D,1.4
0220074C,1.3
0220074D,1.3
0220075C,1.25
0220075D,1.25
0220076C,1.65
0220076D,1.65
0220077C,1.3
0220077D,1.3
0220078C,1.4
0220078D,1.4
0220079C,1.0
0220079D,1.0
0220080C,1.4
0220080D,1.4
0220081C,1.4
0220081D,1.4
0220082C,1.75
0220082D,1.75
0220083C,1.55
0220083D,1.55
0220084C,1.6
0220084D,1.6
0220085C,1.9
0220085D,1.9
0220087C,1.35
0220087D,1.35
0220089C,2.45
0220089D,2.45
0220090C,1.25
0220090D,1.25
0220091C,1.75
0220091D,1.75
0220092C,1.35
0220092D,1.35
0220093C,1.6
0220093D,1.6
0220094C,1.3
0220094D,1.3
0220095C,1.7
0220095D,1.7
0220096C,1.7
0220096D,1.7
0220097C,1.35
0220097D,1.35
0220098C,1.8
0220098D,1.8
0220099C,1.55
0220099D,1.55
0220100D,2.5
0220101D,1.9
0220102D,1.95
0220103D,1.1
0220104D,2.1
0220105D,1.9
0220106D,1.5
0220107D,1.95
0220108D,1.8
0220109D,2.1
0220110D,1.8
0220111D,1.9
0220112D,1.35
0220113D,1.15
0220114D,1.2
0220115D,1.9
0220116D,1.05
0220117D,1.6
0220118D,2.3
0220119D,1.6
0220120D,2.4
0220121D,1.4
0220122D,1.75
0220123D,1.45
0220124D,1.45
0220125D,1.6
0220126D,1.45
0220127D,1.1
0220129D,1.25
0220130D,1.15
0220131D,1.2
0220132D,1.1
0220133D,1.45
0220134D,1.6
0220135D,1.75
0220136D,1.35
0220137D,1.6
0220138D,1.65
0220139D,1.55
0220140D,1.4
0220141D,1.9
0220142D,1.8
0220143D,2.4
0220144D,2.1
0220145D,1.75
0220146D,1.8
0220147D,1.6
0220148D,2.35
0220149D,1.9
0220150D,2.2
0220151D,2.5
0220152D,2.25
0220153D,1.55
0220154D,2.0
0220155D,2.05
0220156D,1.75
0220157D,1.85
0220158D,1.6
0220159D,2.25
0220160D,1.85
0220161D,1.85
0220162D,2.1
0220163D,2.3
0220164D,2.1
0220165D,2.0
0220166D,1.3
0220167D,2.5
0220168D,1.45
0220169D,2.85
0220170D,3.0
0220171D,2.8
0220172D,1.5
0220173D,1.95
0220174D,2.35
0220175D,1.65
0220176D,2.1
0220177D,1.95
0220178D,2.05
0220179D,2.3
0220180D,2.15
0220181D,2.2
0220182D,1.5
0220183D,1.45
0220184D,1.8
0220185D,1.65
0220186D,1.25
0220187D,2.1
0220188D,1.8
0220189D,2.1
0220190D,2.0
0220191D,1.6
0220192D,3.7
0220193D,1.75
0220194D,1.95
0220195D,2.0
0220196D,2.3
0220197D,2.15
0220198D,2.1
0220199D,2.7
0220200D,1.4
0220201D,1.45
0220203D,2.45
0220204D,2.35
0220205D,2.0
0220206D,2.05
0220207D,2.05
0220208D,2.8
0220209D,2.25
0220210D,1.75
0220211D,1.9
0220212D,3.5
0220213D,2.75
0220214D,1.75
0220218D,2.25
0220219D,2.95
0220220D,3.25
0220221D,2.05
0220222D,1.6
0220223D,1.8
0220224D,2.05
0220225D,1.15
0220226D,2.05
0220227D,1.95
0220228D,1.55
0220230D,1.75
0220231D,2.15
0220232D,1.8
0220233D,1.65
0220234D,1.75
0220235D,1.55
0220236D,1.9
0220237D,2.3
0220238D,1.7
0220239D,1.2
0220241D,1.25
0220242D,2.1
0220243D,2.2
0220244D,1.95
0220246D,2.25
0220247D,1.15
0220248D,1.95
0220249D,1.4
0220250D,1.5
0220251D,1.9
0220252D,1.55
0220253D,1.7
0220254D,2.9
0220255D,2.4
0220256D,1.65
0220257D,1.45
0220258D,1.45
0220259D,1.8
0220260D,1.65
0220261D,2.1
0220263D,2.45
0220264D,1.3
0220265D,2.0
0220266D,1.6
0220267D,1.65
0220268D,2.3
0220269D,1.4
0220270D,1.35
0220271D,1.5
0220272D,1.8
0220273D,1.75
0220274D,3.2
0220275D,2.4
0220276D,2.3
0220277D,1.8
0220278D,2.15
0220279D,2.2
0220280D,1.85
0220281D,1.5
0220282D,2.2
0220283D,1.6
0220285D,2.25
0220286D,1.95
0220287D,2.0
0220288D,2.5
0220289D,1.6
0220290D,1.4
0220291D,1.85
0220292D,1.5
0220293D,1.8
0220294D,1.6
0220295D,2.1
0220296D,2.3
0220297D,2.5
0220298D,3.45
0220299D,3.3
0220300D,2.7
0220301D,2.95
0220302D,2.7
0220303D,1.55
0220304D,2.75
0220305D,1.65
0220306D,3.0
0220308D,2.65
0220309D,2.4
0220310D,1.2
0220311D,2.6
0220312D,1.35
0220313D,1.75
0220314D,2.65
0220315D,1.8
0220316D,2.1
0220317D,1.6
0220318D,1.35
0220319D,1.9
0220320D,1.9
0220321D,1.45
0220322D,2.9
0220323D,2.5
0220324D,2.05
0220325D,1.7
0220326D,1.3
0220327D,1.6
0220328D,2.05
0220329D,1.7
0220330D,1.75
0220331D,2.2
0220332D,2.05
0220333D,1.8
0220334D,1.3
0220335D,2.65
0220336D,3.1
0220337D,3.6
0220338D,2.0
0220339D,1.55
0220340D,1.65
0220341D,2.15
0220342D,1.85
0220343D,1.1
0220344D,2.3
0220345D,1.3
0220346D,1.55
0220347D,1.55
0220348D,2.25
0220349D,2.0
0220350D,1.65
0220351D,1.85
0220353D,1.9
0220354D,1.75
0220355D,1.85
0220356D,2.8
0220357D,2.2
0220358D,1.75
0220359D,1.65
0220360D,1.25
0220361D,1.5
0220362D,1.5
0220363D,1.6
0220364D,2.8
0220365D,3.35
0220366D,1.7
0220367D,2.4
0220368D,2.4
0220369D,1.35
0220370D,2.1
0220371D,1.65
0220372D,3.45
0220374D,1.75
0220375D,2.15
0220376D,3.0
0220377D,2.0
0220378D,1.15
0220379D,2.5
0220380D,3.15
0220381D,2.55
0220382D,2.85
0220383D,1.6
0220384D,2.9
0220385D,2.9
0220386D,2.55
0220387D,1.75
0220388D,1.8
0220390D,1.4
0220391D,1.95
0220392D,2.65
0220393D,2.7
0220394D,3.05
0220395D,3.25
0220396D,2.15
0220397D,2.65
0220398D,2.4
0220399D,2.95
0220400D,1.5
0220401D,1.95
0220403D,2.0
0220404D,1.65
0220405D,2.05
0220406D,1.75
0220407D,2.05
0220408D,3.0
0220409D,2.95
0220410D,3.0
0220411D,2.45
0220412D,3.15
0220413D,1.85
0220414D,1.6
0220415D,1.8
0220416D,2.45
0220417D,1.95
0220418D,3.55
0220419D,1.55
0220420D,2.05
0220421D,2.0
0220422D,1.6
0220423D,1.85
0220424D,1.55
0220425D,2.2
0220426D,2.65
0220427D,2.4
0220428D,1.2
0220429D,1.5
0220430D,2.15
0220431D,3.25
0220432D,3.35
0220433D,2.8
0220434D,2.3
0220435D,2.3
0220436D,2.0
0220437D,2.2
0220438D,1.9
0220439D,2.3
0220440D,2.35
0220441D,2.25
0220442D,1.95
0220443D,1.35
0220444D,2.25
0220445D,1.55
0220446D,2.6
0220447D,1.25
0220448D,1.75
0220449D,1.8
0220450D,2.6
0220451D,1.4
0220452D,2.25
0220453D,1.2
0220454D,1.85
0220455D,1.25
0220456D,1.95
0220457D,1.45
0220459D,1.95
0220460D,2.3
0220461D,2.75
0220463D,1.7
0220464D,1.7
0220465D,1.5
0220466D,1.15
0220467D,1.75
0220468D,1.5
0220469D,2.1
0220470D,1.55
0220471D,1.5
0220472D,1.95
0220473D,2.15
0220474D,2.1
0220475D,1.9
0220476D,3.1
0220477D,1.65
0220478D,2.0
0220480D,2.55
0220481D,1.9
0220483D,2.55
0220484D,2.85
0220485D,2.6
0220486D,2.0
0220487D,2.1
0220488D,2.0
0220489D,2.45
0220491D,2.55
0220492D,2.25
0220493D,2.3
0220494D,3.05
0220495D,2.65
0220496D,2.15
0220497D,2.3
0220499D,1.5
0220500D,2.35
0220501D,2.6
0220502D,2.55
0220503D,2.0
0220504D,2.7
0220505D,2.45
0220506D,2.2
0220508D,2.05
0220510D,2.65
0220511D,1.9
0220512D,2.1
0220513D,2.1
0220514D,2.3
0220515D,1.45
0220516D,1.95
0220517D,1.65
0220518D,2.0
0220520D,1.9
0220521D,1.7
0220522D,1.8
0220523D,1.4
0220524D,1.35
0220525D,2.3
0220526D,1.95
0220527D,1.65
0220528D,2.0
0220529D,1.85
0220530D,1.65
0220531D,2.35
0220532D,1.9
0220533D,1.9
0220534D,2.05
0220535D,2.05
0220536D,2.65
0220537D,2.55
0220538D,2.35
0220539D,2.75
0220540D,2.7
0220541D,2.85
0220542D,2.75
0220543D,2.7
0220544D,2.4
0220545D,2.25
0220546D,1.4
0220547D,2.45
0220548D,1.7
0220549D,2.15
0220550D,1.95
0220551D,1.2
0220552D,2.0
0220553D,1.35
0220554D,1.65
0220555D,1.8
0220556D,1.9
0220557D,1.55
0220558D,1.5
0220559D,2.3
0220560D,1.65
0220561D,1.75
0220563D,1.55
0220564D,1.75
0220565D,1.55
0220566D,2.05
0220567D,1.8
0220568D,1.75
0220569D,1.1
0220570D,1.9
0220571D,1.95
0220572D,1.7
0220573D,1.5
0220574D,1.4
0220575D,1.5
0220576D,1.75
0220577D,1.55
0220578D,1.5
0220579D,1.4
0220580D,1.95
0220582D,1.45
0220583D,1.55
0220584D,2.15
0220585D,2.5
0220586D,2.95
0220587D,2.95
0220588D,3.75
0220589D,2.8
0220590D,2.0
0220591D,1.9
0220592D,1.0
0220593D,1.2
0220594D,1.4
0220595D,1.55
0220596D,1.4
0220597D,1.55
0220598D,1.9
0220599D,1.5
0220600D,1.45
0220601D,1.35
0220602D,1.45
0220603D,1.55
0220605D,1.6
0220606D,1.65
0220607D,1.4
0220608D,1.75
0220609D,2.15
0220610D,2.6
0220611D,1.4
0220612D,1.8
0220613D,1.9
0220614D,1.75
0220615D,1.35
0220616D,1.4
0220617D,1.9
0220618D,1.75
0220619D,1.25
0220620D,1.3
0220621D,1.6
0220622D,1.45
0220623D,1.45
0220625D,1.5
0220626D,1.65
0220628D,1.25
0220629D,1.6
0220630D,1.65
0220631D,2.55
0220632D,1.95
0220633D,1.8
0220634D,2.5
0220635D,2.2
0220636D,1.2
0220637D,1.65
0220638D,1.35
0220639D,1.8
0220640D,1.35
0220641D,1.6
0220642D,2.0
0220643D,1.95
0220644D,1.25
0220645D,1.7
0220646D,1.3
0220647D,1.45
0220648D,1.55
0220649D,1.55
0220650D,2.1
0220651D,1.25
0220652D,1.35
0220653D,1.6
0220654D,1.9
0220655D,1.5
0220656D,1.5
0220657D,1.3
0220659D,2.0
0220660D,1.4
0220661D,1.5
0220662D,1.55
0220663D,1.6
0220665D,2.15
0220666D,2.1
0220667D,2.55
0220668D,2.25
0220669D,2.65
0220670D,2.55
0220671D,2.2
0220672D,2.05
0220673D,1.8
0220674D,1.5
0220675D,2.2
0220676D,1.5
0220677D,2.25
0220678D,2.5
0220679D,1.6
0220680D,1.8
0220682D,1.55
0220683D,1.35
0220684D,1.45
0220685D,2.2
0220686D,1.55
0220687D,1.8
0220688D,1.65
0220689D,2.4
0220690D,1.5
0220691D,1.7
0220692D,1.5
0220693D,1.45
0220694D,1.5
0220695D,1.4
0220696D,1.75
0220697D,1.5
0220698D,1.65
0220699D,1.7
0220700D,1.65
0220701D,1.7
0220702D,1.65
0220703D,1.6
0220704D,1.7
0220705D,2.15
0220706D,1.75
0220707D,2.05
0220708D,1.65
0220709D,1.55
0220710D,1.25
0220711D,1.5
0220712D,1.45
0220713D,2.1
0220714D,1.65
0220715D,2.6
0220716D,2.9
0220717D,2.25
0220718D,1.6
0220719D,1.6
0220720D,1.6
0220721D,1.55
0220722D,1.95
0220723D,1.85
0220724D,2.25
0220725D,2.35
0220726D,1.5
0220727D,1.9
0220728D,2.8
0220729D,1.55
0220730D,1.8
0220731D,1.8
0220732D,1.65
0220733D,2.25
0220734D,2.3
0220735D,1.7
0220736D,2.2
0220737D,1.95
0220738D,1.35
0220739D,2.0
0220740D,2.1
0220741D,2.05
0220742D,2.25
0220743D,2.5
0220745D,1.65
0220746D,2.05
0220747D,2.05
0220748D,1.9
0220749D,2.9
0220751D,2.5
0220752D,2.4
0220753D,2.5
0220754D,1.95
0220755D,2.95
0220756D,2.2
0220757D,1.35
0220758D,1.8
0220759D,1.55
0220761D,2.25
0220763D,1.5
0220764D,1.6
0220765D,1.85
0220766D,1.65
0220767D,1.45
0220768D,1.35
0220769D,1.2
0220770D,1.4
0220771D,1.4
0220772D,1.55
0220773D,2.2
0220774D,1.6
0220775D,1.55
0220776D,1.05
0220777D,2.3
0220778D,2.05
0220779D,1.55
0220780D,1.65
0220781D,1.55
0220782D,1.6
0220783D,1.9
0220784D,1.9
0220785D,1.25
0220786D,1.8
0220787D,1.9
0220788D,3.05
0220789D,1.9
0220790D,1.6
0220791D,2.2
0220792D,2.7
0220793D,2.6
0220794D,1.65
0220795D,1.25
0220796D,1.95
0220797D,1.6
0220798D,1.65
0220799D,2.15
0220800D,1.45
0220801D,1.35
0220802D,1.7
0220803D,1.75
0220804D,2.5
0220805D,2.0
0220806D,1.35
0220807D,2.25
0220808D,1.9
0220809D,2.05
0220810D,1.95
0220812D,2.05
0220813D,1.75
0220814D,1.55
0220815D,1.8
0220816D,1.7
0220817D,1.55
0220818D,1.95
0220819D,1.05
0220820D,1.7
0220821D,1.35
0220822D,1.5
0220823D,2.65
0220824D,2.15
0220825D,2.25
0220826D,2.7
0220827D,2.05
0220828D,2.15
0220829D,3.05
0220830D,1.6
0220831D,1.65
0220832D,2.15
0220833D,1.3
0220834D,1.4
0220835D,2.25
0220836D,1.8
0220837D,1.4
0220838D,1.85
0220839D,1.75
0220840D,3.1
0220841D,2.45
0220842D,3.1
0220843D,2.85
0220844D,2.75
0220845D,1.85
0220846D,1.45
0220848D,1.75
0220849D,1.9
0220850D,1.85
0220851D,1.7
0220852D,2.05
0220853D,1.85
0220854D,1.55
0220855D,1.65
0220856D,1.65
0220857D,1.95
0220858D,2.4
0220859D,1.35
0220860D,2.15
0220861D,1.85
0220862D,2.15
0220863D,1.9
0220864D,1.75
0220865D,1.5
0220866D,1.8
0220868D,1.55
0220869D,1.5
0220870D,2.2
0220871D,1.55
0220872D,2.15
0220873D,1.95
0220874D,1.85
0220875D,1.95
0220876D,1.85
0220878D,2.0
0220880D,1.4
0220881D,1.85
0220882D,2.15
0220883D,1.6
0220884D,2.05
0220885D,1.9
0220886D,2.2
0220887D,1.55
0220888D,1.4
0220890D,1.75
0220891D,1.8
0220892D,2.4
0220893D,2.2
0220894D,2.35
0220895D,2.3
0220898D,2.2
0220899D,1.5
0220900D,2.35
0220901D,2.05
0220903D,2.35
0220905D,2.2
0220906D,2.2
0220907D,2.5
0220908D,2.15
0220909D,2.25
0220910D,2.4
0220911D,2.05
0220912D,2.3
0220913D,2.25
0220914D,1.95
0220915D,2.3
0220916D,2.35
0220917D,1.95
0220918D,2.1
0220919D,2.0
0220920D,1.95
0220921D,1.65
0220922D,2.05
0220923D,1.85
0220924D,2.15
0220925D,2.1
0220926D,1.9
0220927D,1.75
0220928D,1.6
0220929D,1.85
0220930D,2.0
0220931D,1.6
0220932D,2.0
0220933D,2.05
0220934D,1.45
0220935D,1.9
0220936D,2.15
0220937D,2.35
0220939D,2.3
0220944D,1.4
0220945D,2.3
0220946D,3.0
0220947D,2.65
0220948D,2.55
0220949D,2.55
0220950D,2.25
0220951D,2.15
0220952D,2.35
0220953D,2.0
0220954D,1.05
0220955D,2.6
0220956D,2.2
0220957D,2.3
0220958D,2.25
0220959D,2.4
0220960D,2.3
0220961D,2.15
0220962D,2.65
0220963D,1.85
0220964D,1.45
0220965D,2.85
0220966D,2.45
0220968D,1.7
0220969D,1.75
0220970D,1.65
0220971D,2.3
0220972D,2.05
0220973D,1.35
0220974D,2.1
0220975D,2.1
0220976D,2.05
0220977D,3.7
0220978D,1.65
0220979D,1.8
0220980D,2.45
0220981D,2.35
0220982D,2.1
0220984D,2.35
0220985D,2.5
0220986D,1.85
0220987D,1.7
0220988D,1.85
0220989D,2.25
0220990D,3.1
0220991D,2.35
0220992D,2.15
0220993D,2.1
0220994D,2.2
0220995D,1.7
0220996D,2.0
0220997D,1.75
0220998D,2.7
0220999D,2.15
0221000D,2.25
0221001D,2.15
0221002D,2.15
0221003D,2.0
0221004D,2.15
0221005D,2.3
0221006D,2.05
0221007D,2.0
0221008D,1.15
0221009D,1.95
0221010D,1.8
0221011D,2.15
0221012D,2.25
0221013D,2.0
0221014D,2.25
0221015D,1.8
0221016D,2.05
0221018D,1.8
0221019D,1.75
0221020D,1.75
0221021D,1.75
0221022D,1.8
0221023D,1.5
0221024D,1.2
0221025D,1.1
0221026D,2.15
0221027D,1.65
0221028D,1.55
0221029D,1.45
0221030D,1.55
0221031D,2.1
0221032D,1.45
0221033D,2.35
0221034D,1.75
0221035D,1.45
0221036D,1.35
0221037D,1.6
0221038D,1.55
0221039D,1.25
0221040D,1.35
0221041D,1.4
0221042D,1.6
0221043D,2.15
0221044D,1.5
0221045D,1.4
0221046D,1.65
0221047D,1.7
0221048D,2.0
0221049D,1.9
0221050D,1.35
0221051D,1.4
0221052D,1.75
0221053D,1.45
0221054D,1.35
0221055D,1.3
0221056D,1.25
0221057D,1.4
0221058D,1.4
0221059D,1.4
0221060D,1.55
0221061D,1.3
0221063D,2.15
0221064D,2.5
0221065D,2.05
0221066D,1.65
0221067D,1.35
0221068D,1.55
0221069D,1.6
0221070D,1.4
0221071D,1.15
0221072D,1.5
0221073D,1.25
0221074D,1.3
0221075D,1.65
0221076D,1.35
0221077D,1.25
0221079D,1.95
0221080D,1.6
0221081D,1.3
0221082D,1.5
0221083D,1.65
0221084D,1.3
0221085D,1.3
0221086D,1.25
0221087D,1.25
0221088D,1.2
0221089D,1.3
0221090D,1.3
0221091D,1.6
0221092D,1.4
0221093D,1.25
0221094D,1.55
0221095D,1.25
0221096D,1.3
0221097D,1.1
0221098D,1.5
0221099D,1.5
0221100D,1.75
0221101D,1.3
0221103D,1.65
0221104D,1.85
0221106D,1.9
0221107D,2.05
0221108D,1.55
0221109D,2.3
0221110D,2.2
0221111D,2.0
0221112D,2.15
0221113D,2.05
0221114D,3.2
0221115D,1.55
0221116D,2.3
0221117D,2.5
0221118D,1.7
0221119D,1.5
0221120D,1.7
0221121D,1.9
0221122D,1.35
0221123D,2.0
0221124D,1.75
0221125D,2.0
0221126D,1.85
0221127D,2.4
0221128D,2.3
0221129D,2.55
0221130D,3.3
0221131D,3.15
0221132D,3.15
0221133D,1.7
0221134D,1.75
0221135D,2.15
0221136D,3.1
0221137D,1.85
0221138D,1.45
0221139D,1.4
0221140D,2.35
0221141D,1.4
0221142D,2.4
0221143D,2.05
0221144D,1.45
0221145D,2.6
0221146D,2.45
0221147D,1.55
0221148D,2.35
0221149D,2.75
0221150D,2.5
0221151D,2.95
0221152D,1.9
0221153D,1.4
0221154D,1.65
0221155D,3.25
0221156D,1.55
0221157D,1.3
0221158D,1.15
0221161D,2.1
0221162D,1.9
0221163D,1.95
0221164D,2.3
0221165D,2.6
0221166D,3.0
0221167D,2.95
0221168D,2.7
0221169D,1.95
0221170D,1.75
0221171D,2.3
0221172D,1.8
0221173D,1.6
0221174D,1.5
0221175D,1.8
0221176D,1.7
0221177D,2.8
0221178D,2.95
0221181D,2.4
0221183D,2.45
0221184D,2.0
0221185D,1.8
0221187D,3.1
0221188D,3.1
0221189D,1.2
0221190D,1.55
0221191D,1.5
0221192D,1.6
0221194D,1.4
0221195D,1.95
0221196D,2.6
0221197D,1.75
0221199D,1.35
0221200D,2.1
0221201D,2.05
0221202D,3.2
0221203D,1.65
0221204D,1.25
0221205D,1.35
0221206D,2.0
0221207D,1.35
0221208D,1.65
0221209D,1.5
0221210D,1.5
0221211D,1.2
0221212D,1.7
0221213D,1.55
0221214D,1.9
0221215D,1.65
0221216D,1.65
0221217D,1.2
0221218D,2.7
0221219D,1.95
0221220D,2.0
0221221D,1.65
0221222D,1.85
0221223D,1.5
0221224D,2.05
0221225D,1.3
0221226D,1.2
0221227D,1.85
0221228D,2.25
0221229D,1.55
0221230D,2.25
0221231D,3.25
0221232D,1.95
0221233D,1.6
0221234D,1.35
0221236D,2.0
0221237D,2.85
0221238D,2.35
0221239D,2.55
0221241D,1.75
0221242D,3.2
0221243D,3.0
0221244D,2.4
0221245D,2.45
0221246D,2.05
0221247D,1.75
0221248D,1.5
0221251D,1.65
0221252D,1.8
0221253D,1.6
0221254D,2.35
0221255D,2.35
0221256D,1.55
0221257D,1.65
0221258D,1.95
0221259D,1.6
0221260D,1.9
0221262D,1.55
0221263D,1.6
0221264D,1.8
0221265D,1.6
0221266D,1.7
0221267D,1.75
0221268D,1.8
0221269D,1.7
0221271D,1.9
0221272D,1.8
0221273D,1.3
0221274D,1.5
0221275D,1.75
0221276D,2.3
0221277D,2.05
0221278D,2.0
0221279D,1.3
0221280D,2.65
0221281D,1.55
0221283D,2.2
0221284D,1.55
0221285D,1.7
0221286D,2.2
0221287D,2.8
0221288D,2.6
0221289D,2.8
0221290D,2.55
0221291D,2.9
0221292D,2.9
0221293D,3.3
